CustomerID,Recency,Frequency,Monetary,AvgDaysBetweenOrders,WeekendRatio,CountryEncoded
12559.0,311,2,561.71,8.0,0.0,25.338326869806092
12560.0,5,3,2134.01,68.0,0.26666666666666666,25.338326869806092
12561.0,303,1,238.85,,0.0,25.338326869806092
12562.0,8,7,3781.7400000000002,31.333333333333332,0.0,25.094200096084553
12564.0,261,1,456.9,,0.0,25.094200096084553
12565.0,289,1,145.92,,0.0,16.21333333333333
12566.0,86,1,351.65,,0.0,25.338326869806092
12567.0,23,10,9401.28,38.111111111111114,0.33183856502242154,25.094200096084553
12569.0,2,32,4124.69,7.645161290322581,0.05319148936170213,25.338326869806092
12571.0,40,2,519.61,81.0,0.0,25.094200096084553
12572.0,9,2,1020.42,43.0,0.0,25.338326869806092
12573.0,227,1,160.54000000000002,,0.0,25.094200096084553
12574.0,316,1,218.45,,0.0,25.094200096084553
12576.0,36,5,1315.83,67.0,0.0,22.22621212121212
12577.0,35,3,626.6,161.5,0.0,25.094200096084553
12578.0,21,2,2794.51,308.0,0.0,23.06496042216359
12579.0,78,1,440.42,,0.0,25.094200096084553
12580.0,247,1,415.7,,0.0,25.338326869806092
12581.0,40,1,197.71,,0.0,25.338326869806092
12582.0,239,2,511.36,49.0,0.0,32.913985401459854
12583.0,3,15,7281.38,26.0,0.05668016194331984,25.094200096084553
12584.0,4,9,2338.15,34.0,0.125,23.06496042216359
12585.0,234,2,2040.1,117.0,0.0,25.338326869806092
12586.0,17,1,196.94000000000003,,0.0,23.06496042216359
12587.0,8,1,144.0,,0.0,32.913985401459854
12588.0,39,1,214.89999999999998,,0.0,32.913985401459854
12589.0,29,2,646.68,115.0,0.0,25.094200096084553
12590.0,211,2,9864.26,0.0,0.0,25.338326869806092
12591.0,317,1,452.84999999999997,,0.0,23.06496042216359
12592.0,92,2,437.6,121.0,0.0,25.338326869806092
12593.0,109,3,418.09999999999997,55.0,0.0,25.094200096084553
12594.0,38,10,3338.2200000000003,31.22222222222222,0.0,23.06496042216359
12596.0,51,2,618.27,190.0,0.0,24.83201290843082
12597.0,19,4,3811.22,82.66666666666667,0.6213592233009708,24.83201290843082
12598.0,10,8,3023.08,38.857142857142854,0.19696969696969696,25.094200096084553
12599.0,29,7,1032.58,45.333333333333336,0.24193548387096775,25.094200096084553
12600.0,29,10,2599.04,37.666666666666664,0.1875,25.338326869806092
12601.0,190,5,577.0600000000001,35.25,0.0,25.338326869806092
12602.0,59,1,153.12,,0.0,25.094200096084553
12603.0,22,1,739.1999999999999,,0.0,25.338326869806092
12604.0,79,2,254.18,182.0,0.0,25.094200096084553
12607.0,60,1,1579.51,,0.0,20.00217877094972
12609.0,78,3,1126.85,120.0,0.0,25.338326869806092
12610.0,23,5,2099.54,25.25,0.0,23.06496042216359
12611.0,52,1,1193.32,,0.0,23.06496042216359
12612.0,74,1,704.0400000000001,,0.0,25.338326869806092
12613.0,57,5,3344.38,51.0,0.0,25.338326869806092
12614.0,278,1,315.6,,0.0,25.338326869806092
12615.0,2,4,2291.19,55.0,0.0,25.094200096084553
12616.0,95,2,713.3,202.0,0.0,25.094200096084553
12617.0,29,1,352.98,,0.0,25.094200096084553
12618.0,22,1,177.31,,0.0,23.06496042216359
12619.0,16,9,3641.24,29.375,0.15555555555555556,25.338326869806092
12620.0,15,3,1339.41,94.5,0.0,25.094200096084553
12621.0,2,20,13689.67,18.63157894736842,0.0,25.338326869806092
12622.0,232,1,180.1,,0.0,25.338326869806092
12623.0,276,1,305.1,,0.0,25.338326869806092
12624.0,106,2,641.13,71.0,0.0,25.094200096084553
12625.0,212,2,2683.82,107.0,0.0,25.338326869806092
12626.0,23,9,6620.48,37.5,0.0,25.338326869806092
12627.0,11,7,4478.53,21.166666666666668,0.1608695652173913,25.338326869806092
12628.0,4,3,786.46,29.5,0.2682926829268293,25.338326869806092
12630.0,10,2,1270.88,34.0,0.0,32.913985401459854
12631.0,57,1,640.5,,0.0,32.913985401459854
12633.0,59,4,2163.98,76.0,0.0,25.338326869806092
12635.0,90,2,1689.18,65.0,0.6039603960396039,25.338326869806092
12637.0,67,8,6002.9,36.285714285714285,0.0,25.094200096084553
12638.0,33,1,671.69,,1.0,85.26184444444445
12639.0,239,1,486.1,,0.0,85.26184444444445
12640.0,24,3,1174.58,28.5,0.0,25.094200096084553
12641.0,115,1,185.9,,0.0,85.26184444444445
12642.0,25,3,1013.26,41.0,0.0,25.338326869806092
12643.0,128,6,3344.64,40.4,0.0,25.094200096084553
12644.0,130,1,477.91,,0.0,25.338326869806092
12645.0,34,4,1775.18,93.66666666666667,0.1917808219178082,25.338326869806092
12646.0,5,2,1346.97,44.0,0.0,20.00217877094972
12647.0,22,12,3722.82,30.90909090909091,0.30578512396694213,25.338326869806092
12648.0,155,1,318.05,,0.0,25.338326869806092
12649.0,107,3,623.51,52.5,0.0,25.338326869806092
12650.0,3,1,314.44,,0.0,25.094200096084553
12651.0,335,1,114.0,,1.0,25.094200096084553
12652.0,331,1,919.98,,0.0,25.094200096084553
12653.0,149,2,2209.85,147.0,0.0,29.452408163265307
12654.0,11,5,601.98,70.75,0.0,25.338326869806092
12656.0,17,5,4051.17,53.75,0.0,25.094200096084553
12657.0,11,4,1643.18,22.0,0.0,25.094200096084553
12658.0,19,1,686.05,,0.0,25.338326869806092
12659.0,30,1,91.68,,0.0,25.094200096084553
12660.0,11,1,245.1,,0.0,25.094200096084553
12662.0,1,11,3849.78,36.8,0.13478260869565217,25.338326869806092
12664.0,8,9,4881.88,38.75,0.0,32.913985401459854
12665.0,325,1,63.0,,0.0,25.338326869806092
12667.0,58,1,620.13,,0.0,32.913985401459854
12668.0,12,4,3807.15,114.33333333333333,0.14906832298136646,25.338326869806092
12669.0,151,3,2744.0299999999997,52.5,0.0,25.094200096084553
12670.0,10,5,2996.05,55.25,0.0,25.094200096084553
12672.0,330,1,225.89999999999998,,0.0,25.094200096084553
12673.0,5,2,610.52,321.0,0.4523809523809524,25.338326869806092
12674.0,39,4,1970.6,56.333333333333336,0.0,25.094200096084553
12676.0,25,6,1331.39,56.8,0.0,85.26184444444445
12678.0,42,12,17628.46,27.727272727272727,0.10909090909090909,25.094200096084553
12679.0,59,4,1113.02,74.33333333333333,0.0,25.094200096084553
12680.0,1,4,862.81,37.0,0.1346153846153846,25.094200096084553
12681.0,15,22,13787.54,16.285714285714285,0.1206896551724138,25.094200096084553
12682.0,4,31,12279.82,11.766666666666667,0.019083969465648856,25.094200096084553
12683.0,4,15,8476.57,25.5,0.0,25.094200096084553
12684.0,8,7,2283.63,33.833333333333336,0.0,25.094200096084553
12685.0,28,6,2863.08,12.6,0.08917197452229299,25.094200096084553
12686.0,372,1,89.14,,0.0,25.094200096084553
12688.0,114,1,4873.8099999999995,,0.0,29.452408163265307
12689.0,26,2,1247.61,101.0,0.0,25.094200096084553
12690.0,206,1,389.01,,0.0,25.094200096084553
12691.0,28,6,1035.8,65.4,0.1875,25.094200096084553
12693.0,127,4,855.91,63.666666666666664,0.28205128205128205,25.338326869806092
12694.0,70,2,869.67,112.0,0.0,25.094200096084553
12695.0,7,4,582.1,67.0,0.0,25.094200096084553
12697.0,29,3,957.59,69.5,0.24390243902439024,85.26184444444445
12700.0,8,4,4939.99,68.66666666666667,0.23134328358208955,25.094200096084553
12701.0,80,2,797.71,162.0,0.0,25.338326869806092
12702.0,20,1,219.0,,1.0,25.338326869806092
12703.0,71,1,283.55,,0.0,25.338326869806092
12704.0,7,8,2340.84,22.571428571428573,0.0,32.913985401459854
12705.0,15,9,6868.29,42.25,0.15868263473053892,25.338326869806092
12707.0,292,1,603.42,,0.0,25.094200096084553
12708.0,30,10,2712.91,37.111111111111114,0.0,25.338326869806092
12709.0,15,15,9706.52,24.642857142857142,0.09178743961352658,25.338326869806092
12710.0,97,3,1149.02,51.5,0.948051948051948,25.338326869806092
12712.0,29,13,4396.13,28.0,0.0,25.338326869806092
12713.0,1,1,848.55,,0.0,25.338326869806092
12714.0,9,5,4708.86,70.75,0.0,25.094200096084553
12715.0,106,1,343.36,,0.0,85.26184444444445
12716.0,4,2,1053.49,129.0,0.0,25.094200096084553
12717.0,151,2,1030.98,94.0,0.0,32.831172413793105
12718.0,71,1,238.25,,0.0,25.094200096084553
12719.0,5,2,644.95,59.0,0.5384615384615384,25.094200096084553
12720.0,3,25,5781.73,14.916666666666666,0.1016949152542373,25.338326869806092
12721.0,32,6,2656.13,64.0,0.0,25.094200096084553
12722.0,85,4,997.63,21.0,0.03773584905660377,25.094200096084553
12723.0,4,5,725.07,15.0,0.0,25.094200096084553
12724.0,5,4,1031.41,108.33333333333333,0.2830188679245283,25.094200096084553
12725.0,371,1,427.8,,0.0,23.06496042216359
12726.0,28,7,2609.1,54.166666666666664,0.12096774193548387,25.094200096084553
12727.0,11,7,3980.7,51.166666666666664,0.22302158273381295,25.094200096084553
12728.0,71,4,836.33,86.66666666666667,0.17391304347826086,25.094200096084553
12729.0,114,1,453.01,,0.0,25.094200096084553
12731.0,24,12,18895.91,30.636363636363637,0.0,25.094200096084553
12732.0,180,1,236.26000000000002,,0.0,25.094200096084553
12733.0,234,1,383.95,,0.0,20.00217877094972
12734.0,353,1,110.39999999999999,,0.0,25.094200096084553
12735.0,315,2,779.5699999999999,21.0,0.0,25.094200096084553
12736.0,333,1,234.0,,0.0,25.094200096084553
12738.0,372,1,155.35,,0.0,25.338326869806092
12739.0,78,2,1013.04,20.0,0.0,27.97470588235294
12740.0,64,1,427.6,,0.0,25.094200096084553
12743.0,134,2,540.13,0.0,0.0,11.040539419087137
12744.0,52,7,21279.29,44.0,0.0,95.85265765765766
12747.0,2,11,4196.01,36.3,0.06796116504854369,20.861861564763192
12748.0,1,209,33053.19,1.4326923076923077,0.1543517679057117,20.861861564763192
12749.0,4,5,4090.88,51.75,0.0,20.861861564763192
12750.0,129,1,275.88,,0.0,22.22621212121212
12752.0,81,1,4366.78,,0.0,33.76791783380019
12753.0,23,6,21429.39,67.4,0.2436548223350254,116.56190031152647
12754.0,236,3,3010.74,36.0,0.0,116.56190031152647
12755.0,281,2,3811.95,85.0,0.0,116.56190031152647
12756.0,87,1,112.07999999999998,,0.0,116.56190031152647
12757.0,16,13,7834.650000000001,15.833333333333334,0.0,22.970295939435655
12758.0,117,2,2791.59,159.0,0.0,22.970295939435655
12759.0,52,3,1531.44,111.5,0.0,121.00311148791862
12762.0,8,2,1898.52,17.0,0.0,22.970295939435655
12763.0,138,2,494.08,230.0,1.0,116.56190031152647
12764.0,317,1,1693.88,,0.0,37.64177777777778
12766.0,4,7,6989.63,60.0,0.11290322580645161,22.970295939435655
12769.0,239,1,1143.6,,0.0,35.7375
12770.0,211,1,1351.45,,0.0,116.56190031152647
12772.0,60,1,892.47,,0.0,22.970295939435655
12775.0,17,5,1386.04,73.0,0.0,121.00311148791862
12778.0,20,6,822.23,58.0,0.16,121.00311148791862
12779.0,38,8,3981.36,47.142857142857146,0.0,22.22621212121212
12781.0,64,2,826.74,221.0,0.0,33.0696
12782.0,5,5,2330.92,87.5,0.0,22.970295939435655
12783.0,2,6,2225.91,14.2,0.21428571428571427,22.970295939435655
12784.0,9,2,532.8199999999999,6.0,0.0,22.970295939435655
12785.0,364,1,311.95,,0.0,22.970295939435655
12787.0,10,3,463.66,91.0,0.0,121.00311148791862
12789.0,65,1,91.85,,0.0,121.00311148791862
12790.0,192,1,324.92,,0.0,121.00311148791862
12791.0,374,1,192.60000000000002,,0.0,121.00311148791862
12792.0,257,1,400.53999999999996,,0.0,22.970295939435655
12793.0,335,2,545.48,36.0,0.7083333333333334,22.970295939435655
12794.0,53,2,860.41,45.0,0.0,22.970295939435655
12795.0,19,1,430.48,,0.0,22.970295939435655
12797.0,366,1,254.03,,0.0,22.970295939435655
12798.0,10,3,6977.04,80.0,0.0,116.56190031152647
12802.0,187,1,427.58,,0.0,121.00311148791862
12808.0,37,3,483.65000000000003,165.5,0.0,22.970295939435655
12809.0,178,1,489.31,,0.0,22.970295939435655
12811.0,261,3,514.85,11.0,0.0,22.970295939435655
12812.0,45,1,229.64000000000001,,0.0,116.56190031152647
12814.0,102,1,125.92,,0.0,22.22621212121212
12815.0,148,2,1063.46,50.0,0.0,22.22621212121212
12816.0,96,2,572.2,80.0,0.0,22.22621212121212
12817.0,281,1,166.04,,0.0,25.624824120603016
12818.0,262,1,1542.08,,0.0,25.624824120603016
12820.0,3,4,942.34,107.33333333333333,0.0,20.861861564763192
12821.0,214,1,92.72,,0.0,20.861861564763192
12822.0,71,2,948.88,16.0,0.0,20.861861564763192
12823.0,75,5,1759.5,55.0,0.0,20.861861564763192
12824.0,60,1,397.12,,0.0,20.861861564763192
12826.0,3,7,1474.72,59.833333333333336,0.0,20.861861564763192
12827.0,6,3,430.15000000000003,19.0,0.2,20.861861564763192
12828.0,3,6,1018.71,25.0,0.0,20.861861564763192
12829.0,337,2,293.0,23.0,0.0,20.861861564763192
12830.0,38,6,6814.64,26.2,0.0,20.861861564763192
12831.0,262,1,215.05,,0.0,20.861861564763192
12832.0,32,2,383.03,65.0,0.0,20.861861564763192
12833.0,145,1,417.38,,1.0,20.861861564763192
12834.0,283,1,312.38,,0.0,20.861861564763192
12836.0,59,4,2610.36,83.66666666666667,0.0,20.861861564763192
12837.0,173,1,134.1,,1.0,20.861861564763192
12838.0,34,2,671.95,340.0,0.5083333333333333,20.861861564763192
12839.0,3,14,5591.42,27.692307692307693,0.0,20.861861564763192
12840.0,144,4,2726.77,27.0,0.0,20.861861564763192
12841.0,5,25,3991.58,14.833333333333334,0.3188405797101449,20.861861564763192
12842.0,70,2,1118.99,238.0,0.0,20.861861564763192
12843.0,66,8,1702.26,27.714285714285715,0.1553398058252427,20.861861564763192
12844.0,29,2,325.96000000000004,101.0,0.0,20.861861564763192
12845.0,267,4,354.09,7.333333333333333,0.0,20.861861564763192
12847.0,22,1,843.64,,0.0,20.861861564763192
12849.0,31,2,1010.29,237.0,0.0,20.861861564763192
12851.0,97,1,131.81,,1.0,20.861861564763192
12852.0,295,1,311.55,,0.0,20.861861564763192
12853.0,135,6,1957.1000000000001,36.0,0.0,20.861861564763192
12854.0,79,3,1316.25,119.5,0.0,20.861861564763192
12855.0,373,1,38.1,,0.0,20.861861564763192
12856.0,8,6,2170.78,10.8,0.0,20.861861564763192
12857.0,211,2,1106.4,91.0,0.0,20.861861564763192
12863.0,52,1,521.2,,0.0,20.861861564763192
12864.0,138,1,147.12,,1.0,20.861861564763192
12865.0,26,2,1568.23,97.0,0.3894736842105263,25.624824120603016
12866.0,283,1,559.12,,0.0,20.28377154111275
12867.0,26,7,4009.34,55.0,0.36142322097378277,20.861861564763192
12868.0,186,6,1607.0600000000002,37.0,0.0,20.861861564763192
12871.0,84,2,380.64,123.0,0.0,20.861861564763192
12872.0,327,2,599.97,38.0,0.0,20.861861564763192
12873.0,282,1,374.0,,0.0,20.861861564763192
12875.0,143,2,343.2300000000001,219.0,0.5,20.861861564763192
12876.0,58,2,2218.02,138.0,0.0,20.28377154111275
12877.0,4,12,1535.77,31.636363636363637,0.11688311688311688,20.861861564763192
12878.0,236,2,854.99,29.0,0.5957446808510638,20.861861564763192
12879.0,45,3,573.22,23.0,0.0,20.861861564763192
12881.0,276,1,298.0,,0.0,20.861861564763192
12882.0,9,2,1463.04,24.0,0.38461538461538464,20.861861564763192
12883.0,25,4,703.47,21.333333333333332,0.4523809523809524,20.861861564763192
12884.0,88,1,309.05,,0.0,20.861861564763192
12885.0,63,3,1175.22,30.0,0.0,20.861861564763192
12886.0,68,2,1378.4,151.0,0.0,20.861861564763192
12888.0,214,2,354.12,41.0,0.0,20.861861564763192
12890.0,24,1,376.71999999999997,,0.0,20.861861564763192
12891.0,186,3,331.0,53.5,0.3333333333333333,20.861861564763192
12893.0,31,1,176.55,,0.0,20.861861564763192
12895.0,42,2,372.8,44.0,0.0,20.861861564763192
12897.0,205,2,216.5,97.0,0.0,20.861861564763192
12901.0,9,28,17654.54,9.222222222222221,0.017241379310344827,20.861861564763192
12902.0,265,1,138.68,,1.0,20.861861564763192
12904.0,18,2,496.06,154.0,0.0,20.861861564763192
12906.0,12,5,2919.81,16.5,0.0,20.861861564763192
12908.0,176,2,750.0,136.0,0.0,20.861861564763192
12909.0,40,5,2178.67,53.25,0.24175824175824176,20.861861564763192
12910.0,23,8,3075.04,31.0,0.0,20.861861564763192
12912.0,3,5,1662.3,8.75,0.2916666666666667,20.861861564763192
12913.0,5,5,2483.63,90.25,0.0,20.861861564763192
12915.0,149,2,363.65,223.0,0.0,20.861861564763192
12916.0,139,4,2944.95,60.0,1.0,20.861861564763192
12917.0,128,1,594.0,,0.0,20.861861564763192
12919.0,8,6,1335.19,31.8,0.0,20.861861564763192
12920.0,17,1,162.78,,0.0,20.861861564763192
12921.0,9,37,16587.09,9.805555555555555,0.05555555555555555,20.861861564763192
12922.0,161,1,405.38,,0.0,20.861861564763192
12923.0,64,1,172.82,,0.0,20.861861564763192
12924.0,88,4,933.7,79.33333333333333,0.06666666666666667,20.861861564763192
12925.0,5,2,694.05,70.0,0.0,20.861861564763192
12928.0,35,5,2062.7000000000003,80.5,0.0,20.861861564763192
12929.0,312,1,117.85,,0.0,20.861861564763192
12930.0,78,2,415.8,93.0,0.0,20.861861564763192
12931.0,22,15,42055.96,23.571428571428573,0.0,20.861861564763192
12933.0,24,3,607.53,129.5,0.0,20.861861564763192
12935.0,2,7,2160.7,52.333333333333336,0.13953488372093023,20.861861564763192
